id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"400","Canterbury","Avon-Heathcote Estuary","-43.565","172.7052","Deposit present","Coarse sand/shell in vfs","Prehistoric BC","-4500","-4250","-4500","-4250","6500","6250","6500-6250","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC4510-4300 = 6250-6460 BP. See ref for details","1.2","","2000","","0.2","Quake","","Inferred","South America, Pegasus Bay","","","1,2,5,14,17,28","115,205"
"401","Canterbury","Heathcote River","-43.57","172.7","Deposit present","Coarse marine sand/shell in fine estuarine sediments","Prehistoric BC","-4500","-4250","-4500","-4250","6500","6250","6500-6250","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Correlates with Moa Bone Point Cave and Moncks Cave","1.2","","2000","","0.2","Quake","Hikurangi Trough? South America?","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,14,16,17,28,29,30","115"
"402","Wellington","South Miramar Peninsula","-41.3378","174.8204","Deposit absent","Whale bones in sand","Unknown","-5000","-3000","-5000","-3000","7000","5000","7000-5000","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Observations of whale bones in Holocene sand 147ft above sea level","45","","800","","2","Slide","?","Inferred","Cook Strait","","","16,28","36,106,211"
"403","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric BC","-5050","-4700","-5050","-4700","7050","6700","7050-6700","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC5071-4774; 6724-7021 BP. See ref for details.","-4","","1000","","0.4","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,28","118,119"
"404","Northland","Kaituna Bay, Mimiwhangata","-35.4287","174.4298","Deposit present","Fining upwards marine gravel to silt","Prehistoric BC","-5250","-4200","-4600","-4400","7250","6200","6600-6400","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","-2.3","","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,19,28,30","128"
"405","Hawke's Bay","Te Paeroa, Wairoa","-39.048","177.5138","Deposit present","Gravel/sand in silt","Prehistoric BC","-5250","-5150","-5250","-5150","7250","7150","7250-7150","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC5284-5222 = 7172-7234 BP. See ref for details. Cochran et al 2005 erroneously link their misdated ""6500 yr BP"" event with this one because a conventional as opposed to calibrated age was used in the title of ChagueGoff e al 2000.","-3","","2200","","0.23","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,2,5,6,11,12,17,19,28,30","56"
"406","Northland","Rangihoua Bay","-35.1726","174.0841","Deposit present","Sand in wetland","Prehistoric BC","-5300","-3200","-5300","-3200","7300","5200","7300-5200","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Older than 5292+/-75 C14 yr BP - younger than 7211+/-51 C14 yr BP = 5200-7300 BP","","","50","","0.15","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,19,28,30","161"
"407","Bay of Plenty","Athenree","-37.4311","175.9573","Deposit present","Gravel/sand over sand","Prehistoric BC","-5350","-5050","-5350","-5050","7350","7050","7350-7050","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Above 7330-7090 BP = BC5380-5140. Probable runup up through Katikati entrance to Tauranga Harbour. Could be younger?","1","","450","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,11,14,17,27,28,29,30","33"
"408","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric BC","-5450","-5250","-5450","-5250","7450","7250","7450-7250","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: 7250-7450 BP. See ref for details","-4.7","","1000","","0.4","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,28","118,119"
"409","Hawke's Bay","Opoho, Wairoa","-39.0468","177.625","Deposit present","Chaotic sands-shell-micro in silt","Prehistoric BC","-5500","-5150","-5500","-5150","7500","7150","7500-7150","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC5378± 146 = 7181-7474 BP","-4","","750","","0.18","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,6,12,18,19,28","63"
"410","Hawke's Bay","Opoho, Wairoa","-39.0468","177.625","Deposit present","Chaotic sand mix","Prehistoric BC","-5500","-5300","-5500","-5360","7500","7300","7500-7360","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Based on accumulation rates between C14 dates - possible tsunami?","-5","","750","","0.08","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,5,6,12,14,18,19,28","63"
"411","Bay of Plenty","Athenree","-37.4311","175.9573","Deposit present","Chaotic mix shelll/sand","Prehistoric BC","-6000","-5800","-6000","-5800","8000","7800","8000-7800","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Beneath ~7200 BP event in same core - correlated stratigraphically with ~8000 yr BP Ohiwa event could be older/younger","1","","450","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,6,12,14,27,28,30","33"
"412","Bay of Plenty","Ohiwa Harbour","-38.0211","177.1005","Deposit present","Chaotic mix in silt","Prehistoric BC","-6000","-5800","-6000","-5800","8000","7800","8000-7800","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Immediately overlies Mamaku Tephra (~8000 BP)","-3","","3500","","0.45","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,6,12,14,17,28,30","33"
"413","Hawke's Bay","Opoutama","-39.05","177.835","Deposit present","Sand in silt","Prehistoric BC","-6000","-5600","-6000","-5600","8000","7600","8000-7600","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: 7641+/-45 C14 yr BP & 7693+/-60 C14 yr BP on shells = ~8000 BP. Amalgam of three units all of similar age but different characteristics - one event?? 4.5 m = improbable, unsure of chronology here, further work needed","-9","","2000","","0.09","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,5,6,12,17,18,19,28,30","63"
"414","Southland","Martins Bay, Fiordland","-44.38","167.9884","Deposit present","Pebbly sand+shells","Prehistoric BC","-6400","-5950","-6400","-5950","8400","7950","8400-7950","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC6001-6404; 7961-8354 BP. See ref for details.","-2","","2000","","0.3","Quake","","Inferred","Alpine Fault","","","1,14,28","82,294"
"415","Bay of Plenty","Ohiwa Harbour","-38.0211","177.1005","Deposit present","Chaotic silt/shell in silt","Prehistoric BC","-7600","-7300","-7600","-7300","9600","9300","9600-9300","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Immediately overlies Rotoma Tephra (~9500 BP)","-4","","3500","","0.4","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,3,7,12,14,17,28","33"
"416","Chatham Islands","Te Awa Patiki","-43.928","-176.42","Unknown","Shells in peat","Prehistoric BC","-14000","-13000","-14000","-13000","16000","15000","16000-15000","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Tutatua shells dated to 15000-16000 BP in peat","","","","","0.1","Quake","","Inferred","South America, Hikurangi, Tonga-Kermadec","","","12,28","198"
"417","Otago","Shag Point","-45.4727","170.8316","Deposit present","Inbricated boulders","Prehistoric BC","-44000","-11000","-44000","-11000","46000","13000","46000-13000","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Optically Stimulated Luminescence","OSL: 30ka (13-46ka range)","6","","","","1.5","","","","","","","1,2,5","176"
"418","Hikurangi Margin","Ruatoria Slide","-38.150109","179.616632","Deposit present","Debris flow deposit","Unknown","-208000","-128000","-208000","-128000","210000","130000","210000-130000","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Source: Potentially large tsunami generated from debris flow. Chronology: stratigraphy of nanofossils","","","","","","Slide","Point source provided for slide","Known","Hikurangi Trough","-38","179.28","28","66,187"
"419","Manawatu-Wanganui","Rangitikei River","-40.006683","175.570831","Deposit present","Coarse sand overlying fine sediment, and rip up clasts","Prehistoric BC","-2578000","-2438000","-2578000","-2578000","2580000","2440000","2580000","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","","","Submarine fan","","Submarine fan","","Bolide","Eltanin Asteroid isinferred source BUT recent research suggests tsunami too small to cause this","Inferred","South East Pacific Ocean","-57.200439","-90.476467","1,26,27,28,29,30","129,219"
"420","Gisborne District","Matawai","-38.466328","177.532722","Not applicable","Coconuts in turbidites","Prehistoric BC","-15898000","-14998000","-15898000","-15898000","15900000","15000000","15900000","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Middle Miocene (New Zealand Clifdenian Stage) or younger, on the basis of Sparse forams. Muddy interbeds. Source unclear.","","","","","10","Quake","Potential source unclear","Inferred","Matawai","-38.466328","177.532722","1,2,14,15,18","27"
"421","Wellington","Burnham Water, Miramar","-41.3144","174.8192","Deposit absent","Granite pebbles in lake","Unknown","","","","","","","","","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","","Observations of granite boulders in Burnham Water before it was drained. Provenance unknown","2","","1000","","0.3","","","","","","","1","69"
"422","Marlborough District","Cape Stephens","-40.6932","173.9527","Deposit present","Gravel lag on surface","Unknown","","","","","","","","","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","","Gravels found at high level - needs further work","30","30.00-60.00","","??","0.1","Quake","","Inferred","Taranaki, Taranaki Bight, Cook Strait","","","1,28","308"
"423","Auckland","Pilot Station, Manukau","-37.05","174.54","Unknown","Stacked boulders","Unknown","","","","","","","","","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","","Hochstetter, Pers. Obs","","","","","","Slide","No other possible sources","Inferred","Taranaki, Taranaki (North)","","","1,28","282"
"424","Wellington","Tirau Bay","-41.1128","174.8062","Deposit present","Gravels near surface","Unknown","","","","","","","","","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","Stratigraphic Correlation","Strat: Probably reworked Māori plaggen soil from uphill, source unknown though. Palaeotsunami cannot be ruled out - needs more work","30","~30","600","","0.5","","","","","","","1,20,24,28","113"
"425","Sub-Antarctic","Enderby Island","-50.507","166.262","Deposit present","25m boulder beach ridge + pebbles","Unknown","","","","","","","","","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","","Boulder beach ridge possibly active?? Also pebbles on dunes - gastroliths or not??","30","","200","","5","","","","","","","1,26","208"
"426","Marlborough District","Wairau Lagoon, Blenheim","-41.549967","174.132311","Deposit present","Coarse sand overlying subsided surface","Prehistoric AD","1150","1070","1152","1071","1071","1152","1071-1152","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","360","","0.05","Quake","","Inferred","Wairarapa Fault, Hikurangi Trough","","","1,2,5,6,14,15,17,18,28","332"
"427","Marlborough District","Wairau Lagoon, Blenheim","-41.549967","174.132311","Deposit present","Coarse sand fining thinning inland, Brackish-marine diatoms, Pūrākau","Prehistoric AD","","1425","","1425","1425","","1425","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","340","","0.05","Quake","Could relate to more local source","Inferred","Hikurangi Trough","","","1,2,11,13,16,17,25,28,29","333"
"428","Marlborough District","Wairau Lagoon, Blenheim","-41.549967","174.132311","Deposit present","Coarse sand fining thinning inland, Brackish diatoms, Marine influence in geochem, Pūrākau","Prehistoric AD","","1035","","1035","1035","","1035","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","340","","0.05","Quake","","Inferred","Wairarapa Fault, Hikurangi Trough","","","1,2,3,5,6,10,11,13,14,15,16,17,25,28,29","333"
"429","Marlborough District","Wairau Lagoon, Blenheim","-41.549967","174.132311","Deposit present","Coarse sand fining thinning inland, Brackish-marine diatoms, Marine influence in geochem, Pūrākau","Prehistoric BC","","-145","","-145","2095","","2095","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","340","","0.05","Quake","","Inferred","Wairarapa Fault, Hikurangi Trough","","","1,2,3,5,6,10,11,13,14,15,16,17,25,28,29","333"
"430","Canterbury","Purau Bay, Lyttleton","-43.381508","172.451736","Deposit present","Coarse sand fining  upwards, Brackish-marine diatoms, Marine influence in geochem","Historical","","","660","775","660","775","","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","","","0.02","Quake","","Inferred","Peru, South America","","","1,2,11,13,15,17,28,29","131"
"431","Canterbury","Port Levy, Lyttleton","-43.394343","172.485199","Deposit present","Coarse sand fining  upwards, Brackish-marine diatoms, Marine influence in geochem","Historical","","","1300","1400","1300","1400","","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","","","0.02","Quake","","Inferred","Peru, South America","","","1,2,11,13,15,17,28,29","131"
"432","Canterbury","Pigeon Bay, Lyttleton","-43.411838","172.534536","Deposit present","Coarse sand fining  upwards, Brackish-marine diatoms, Marine influence in geochem","Historical","","","1604","1604","1604","1604","","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","","","","","","0.02","Quake","","Inferred","Peru, South America","","","1,2,11,13,15,17,28,29","131"
"433","Canterbury","Taumutu","-43.512766","172.222241","Deposit present","Sand fining  upwards, heavy minerals, Marine influence in geochem","Historical","","","1500","1700","1300","1300","","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","","","","","","0.02","","","","Unknown","","","1,2,11,13,15,17,28,29","130"
"434","Canterbury","Taumutu","-43.512766","172.222241","Deposit present","Coarse sand fining  upwards, Marine influence in geochem","Historical","","","1500","1700","1500","1700","","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","","","","","","0.02","","","","Unknown","","","1,2,11,13,15,17,28,29","130"
